NOMBRE,POBLACION
Pina de Ebro,2391
Pinseque,4070
"Pintanos, Los",39
Plasencia de Jalon,308
Pleitas,33
Plenas,98
Pomer,21
Pozuel de Ariza,21
Pozuelo de Aragon,282
Pradilla de Ebro,540
Puebla de Alborton,120
"Puebla de Alfinden, La",6358
Puendeluna,48
Purujosa,32
Quinto,1949
Remolinos,1074
Retascon,62
Ricla,2869
Romanos,125
Rueda de Jalon,312
Ruesca,76
Sabiñan,722
Sadaba,1311
Salillas de Jalon,321
Salvatierra de Esca,207
Samper del Salz,100
San Martin de la Virgen de Moncayo,270
San Mateo de Gallego,3269
Santa Cruz de Grio,105
Santa Cruz de Moncayo,123
Santa Eulalia de Gallego,97
Santed,64
Sastago,1119
Sediles,108
Sestrica,344
Sierra de Luna,270
Sigües,79
Sisamon,35
Sobradiel,1136
Sos del Rey Catolico,567
Tabuenca,321
Talamantes,61
Tarazona,10558
Tauste,6847
Terrer,464
Tierga,190
Tobed,230
Torralba de los Frailes,76
Torralba de Ribota,169
Torralbilla,59
Torrehermosa,69
Torrelapaja,35
Torrellas,246
Torres de Berrellen,1443
Torrijo de la Cañada,197
Tosos,183
Trasmoz,88
Trasobares,115
Uncastillo,621
Undues de Lerda,57
Urrea de Jalon,435
Urries,43
Used,256
Utebo,18822
Val de San Martin,61
Valdehorna,33
Valmadrid,112
Valpalmas,137
Valtorres,61
Velilla de Ebro,203
Velilla de Jiloca,81
Vera de Moncayo,322
Vierlas,82
Villadoz,95
Villafeliche,154
Villafranca de Ebro,838
Villalba de Perejil,96
Villalengua,293
Villamayor de Gallego,2745
Villanueva de Gallego,4728
Villanueva de Huerva,434
Villanueva de Jiloca,52
Villar de los Navarros,113
Villarreal de Huerva,273
Villarroya de la Sierra,435
Villarroya del Campo,89
"Vilueña, La",62
Vistabella,48
"Zaida, La",447
Zaragoza,681877
Zuera,8576
